B01003_001E,state,county,tract,GEOID
3996.0,06,047,000802,06047000802
3836.0,06,047,000901,06047000901
2493.0,06,047,001502,06047001502
9811.0,06,047,000902,06047000902
5431.0,06,047,001200,06047001200
4503.0,06,047,001401,06047001401
4741.0,06,047,002100,06047002100
7757.0,06,047,001602,06047001602
2277.0,06,047,001902,06047001902
6701.0,06,047,002301,06047002301
15488.0,06,047,002302,06047002302
5298.0,06,047,001901,06047001901
2895.0,06,047,001302,06047001302
9911.0,06,047,000304,06047000304
4820.0,06,047,000601,06047000601
4269.0,06,047,001003,06047001003
5017.0,06,047,001402,06047001402
6907.0,06,047,001700,06047001700
5432.0,06,047,001801,06047001801
8761.0,06,047,002000,06047002000
3956.0,06,047,000602,06047000602
5868.0,06,047,000603,06047000603
2367.0,06,047,001005,06047001005
2765.0,06,047,001301,06047001301
2585.0,06,047,001501,06047001501
2396.0,06,017,031405,06017031405
5678.0,06,017,031504,06017031504
5270.0,06,017,030601,06017030601
4781.0,06,017,030902,06017030902
4858.0,06,017,031302,06017031302
5146.0,06,017,030200,06017030200
6275.0,06,017,030701,06017030701
3261.0,06,017,030901,06017030901
6067.0,06,017,031402,06017031402
5908.0,06,017,031000,06017031000
2772.0,06,055,200202,06055200202
4127.0,06,055,200400,06055200400
722.0,06,055,200900,06055200900
5070.0,06,067,006101,06067006101
3338.0,06,067,006102,06067006102
4626.0,06,067,006900,06067006900
2450.0,06,067,008137,06067008137
5908.0,06,067,008210,06067008210
3471.0,06,067,008404,06067008404
2691.0,06,067,008702,06067008702
4679.0,06,067,008905,06067008905
4888.0,06,067,008908,06067008908
6259.0,06,067,004202,06067004202
3828.0,06,067,008910,06067008910
3824.0,06,067,000200,06067000200
3851.0,06,067,000400,06067000400
5618.0,06,067,004203,06067004203
9159.0,06,067,004300,06067004300
3642.0,06,067,005202,06067005202
5967.0,06,067,005505,06067005505
7222.0,06,073,008324,06073008324
2053.0,06,073,008339,06073008339
7037.0,06,073,008347,06073008347
9862.0,06,073,008354,06073008354
6576.0,06,073,008505,06073008505
7427.0,06,073,017604,06073017604
3275.0,06,073,018400,06073018400
5619.0,06,037,543321,06037543321
4424.0,06,037,543502,06037543502
7441.0,06,037,550100,06037550100
8192.0,06,037,550500,06037550500
7311.0,06,037,551000,06037551000
3742.0,06,037,603102,06037603102
3846.0,06,037,603301,06037603301
3908.0,06,037,603302,06037603302
4914.0,06,037,603702,06037603702
3562.0,06,037,620102,06037620102
4092.0,06,037,620521,06037620521
5165.0,06,037,620602,06037620602
2478.0,06,037,650701,06037650701
6032.0,06,037,651302,06037651302
3997.0,06,037,670002,06037670002
2562.0,06,037,670202,06037670202
5647.0,06,037,800101,06037800101
2995.0,06,037,920111,06037920111
5132.0,06,037,531000,06037531000
3703.0,06,037,530004,06037530004
2105.0,06,037,530301,06037530301
3519.0,06,037,530901,06037530901
2822.0,06,037,532001,06037532001
4367.0,06,037,532500,06037532500
2939.0,06,037,533403,06037533403
3129.0,06,037,533501,06037533501
4758.0,06,037,533601,06037533601
4789.0,06,037,534803,06037534803
3761.0,06,037,535603,06037535603
5313.0,06,037,540800,06037540800
7262.0,06,037,535902,06037535902
6818.0,06,037,540102,06037540102
6286.0,06,037,540502,06037540502
5715.0,06,037,541300,06037541300
7587.0,06,037,541400,06037541400
6918.0,06,085,508101,06085508101
4863.0,06,085,509202,06085509202
3517.0,06,085,509304,06085509304
3841.0,06,085,509401,06085509401
5535.0,06,085,509801,06085509801
7005.0,06,085,512307,06085512307
8414.0,06,085,503204,06085503204
4400.0,06,085,503210,06085503210
4855.0,06,085,503401,06085503401
2467.0,06,085,503507,06085503507
5155.0,06,085,512019,06085512019
7751.0,06,085,512020,06085512020
5045.0,06,085,512024,06085512024
4966.0,06,085,512402,06085512402
4205.0,06,089,010400,06089010400
3126.0,06,089,011100,06089011100
5937.0,06,089,012200,06089012200
4970.0,06,089,012601,06089012601
2731.0,06,089,012702,06089012702
5607.0,06,089,010500,06089010500
3833.0,06,089,011600,06089011600
4381.0,06,089,011900,06089011900
2649.0,06,089,012301,06089012301
5361.0,06,089,012302,06089012302
4236.0,06,089,010900,06089010900
3915.0,06,089,012303,06089012303
3810.0,06,089,012400,06089012400
4873.0,06,089,011300,06089011300
1623.0,06,089,012500,06089012500
4671.0,06,089,012000,06089012000
4929.0,06,089,012701,06089012701
3618.0,06,089,010702,06089010702
2464.0,06,089,010200,06089010200
5609.0,06,089,011500,06089011500
2150.0,06,095,250501,06095250501
5571.0,06,095,250601,06095250601
2446.0,06,095,251802,06095251802
6379.0,06,095,252705,06095252705
8856.0,06,059,062644,06059062644
3115.0,06,095,252108,06095252108
3685.0,06,095,253106,06095253106
3703.0,06,059,062640,06059062640
867.0,06,059,063008,06059063008
2709.0,06,059,063103,06059063103
5951.0,06,059,063701,06059063701
3977.0,06,059,063903,06059063903
4158.0,06,059,063905,06059063905
7666.0,06,059,074004,06059074004
5593.0,06,059,074502,06059074502
7867.0,06,059,075002,06059075002
6547.0,06,059,075201,06059075201
5064.0,06,059,075302,06059075302
2764.0,06,067,002000,06067002000
1551.0,06,067,002500,06067002500
2821.0,06,067,003600,06067003600
6172.0,06,067,004004,06067004004
3787.0,06,067,004008,06067004008
4698.0,06,067,004009,06067004009
4107.0,06,067,005101,06067005101
5496.0,06,067,005404,06067005404
6699.0,06,067,007601,06067007601
5686.0,06,067,006400,06067006400
7248.0,06,067,006600,06067006600
3254.0,06,067,007417,06067007417
3381.0,06,067,008007,06067008007
4472.0,06,067,008009,06067008009
4773.0,06,067,008120,06067008120
5164.0,06,067,008127,06067008127
3879.0,06,067,008132,06067008132
7461.0,06,067,008145,06067008145
4743.0,06,067,008203,06067008203
4120.0,06,067,007202,06067007202
4650.0,06,067,007208,06067007208
4330.0,06,067,007414,06067007414
3384.0,06,067,007415,06067007415
4990.0,06,067,007903,06067007903
5376.0,06,067,008006,06067008006
3830.0,06,053,011700,06053011700
4762.0,06,053,013600,06053013600
4472.0,06,053,013700,06053013700
6080.0,06,053,013800,06053013800
3615.0,06,053,010102,06053010102
2621.0,06,053,012200,06053012200
4644.0,06,053,010305,06053010305
12103.0,06,053,011102,06053011102
7326.0,06,053,011202,06053011202
1596.0,06,053,013400,06053013400
5099.0,06,053,013500,06053013500
4791.0,06,053,010605,06053010605
5837.0,06,053,011101,06053011101
2089.0,06,053,012302,06053012302
3527.0,06,053,012700,06053012700
2434.0,06,053,013900,06053013900
4319.0,06,053,014302,06053014302
2557.0,06,053,014000,06053014000
4087.0,06,053,001700,06053001700
5743.0,06,053,000800,06053000800
3432.0,06,075,015600,06075015600
4299.0,06,075,010200,06075010200
4860.0,06,075,010800,06075010800
3861.0,06,075,033100,06075033100
5541.0,06,075,040200,06075040200
7595.0,06,013,340002,06013340002
4499.0,06,013,343001,06013343001
5574.0,06,013,346102,06013346102
6206.0,06,013,347000,06013347000
3880.0,06,013,353001,06013353001
4480.0,06,013,356001,06013356001
4540.0,06,013,366001,06013366001
4617.0,06,013,375000,06013375000
4782.0,06,013,301000,06013301000
3785.0,06,013,307201,06013307201
6078.0,06,013,310000,06013310000
4310.0,06,013,313102,06013313102
5494.0,06,013,321200,06013321200
5655.0,06,013,330000,06013330000
5560.0,06,013,336101,06013336101
8407.0,06,013,337200,06013337200
5940.0,06,013,337300,06013337300
7304.0,06,013,359203,06013359203
2814.0,06,013,370000,06013370000
3666.0,06,013,386000,06013386000
2196.0,06,013,389100,06013389100
1868.0,06,013,389200,06013389200
6106.0,06,013,305000,06013305000
2352.0,06,013,312000,06013312000
7276.0,06,013,307205,06013307205
9047.0,06,013,314104,06013314104
3762.0,06,013,315000,06013315000
3843.0,06,013,320001,06013320001
7534.0,06,013,308001,06013308001
7323.0,06,013,314200,06013314200
4893.0,06,067,008008,06067008008
5007.0,06,067,008010,06067008010
7814.0,06,067,007004,06067007004
5722.0,06,067,007007,06067007007
5394.0,06,067,008402,06067008402
3484.0,06,067,008122,06067008122
4427.0,06,081,603000,06081603000
3300.0,06,081,609601,06081609601
4673.0,06,081,609800,06081609800
5013.0,06,081,610800,06081610800
7100.0,06,081,610900,06081610900
4369.0,06,081,611800,06081611800
4692.0,06,081,612600,06081612600
6868.0,06,081,613200,06081613200
3137.0,06,081,613400,06081613400
9041.0,06,081,613700,06081613700
3715.0,06,081,608300,06081608300
3636.0,06,081,609300,06081609300
2245.0,06,081,612700,06081612700
4770.0,06,081,612900,06081612900
3026.0,06,081,613300,06081613300
6491.0,06,081,613600,06081613600
7153.0,06,081,608700,06081608700
5432.0,06,081,609603,06081609603
10333.0,06,081,611900,06081611900
3606.0,06,081,612800,06081612800
7169.0,06,081,601800,06081601800
7410.0,06,081,600800,06081600800
7126.0,06,081,601200,06081601200
8195.0,06,081,602600,06081602600
3482.0,06,081,603100,06081603100
3886.0,06,081,604500,06081604500
5284.0,06,081,606000,06081606000
2520.0,06,081,606700,06081606700
3533.0,06,081,607000,06081607000
3160.0,06,081,607100,06081607100
5373.0,06,081,607500,06081607500
6570.0,06,001,441501,06001441501
2079.0,06,001,404700,06001404700
7748.0,06,001,442500,06001442500
5301.0,06,001,450300,06001450300
5971.0,06,001,450607,06001450607
3973.0,06,001,404900,06001404900
5188.0,06,001,405200,06001405200
4425.0,06,001,406300,06001406300
3115.0,06,001,400100,06001400100
3792.0,06,001,400800,06001400800
6024.0,06,001,401000,06001401000
3497.0,06,073,013308,06073013308
6520.0,06,073,013309,06073013309
7911.0,06,073,013410,06073013410
6629.0,06,073,013418,06073013418
3711.0,06,073,013504,06073013504
5418.0,06,073,013601,06073013601
4243.0,06,073,013903,06073013903
4417.0,06,073,013907,06073013907
5471.0,06,073,014602,06073014602
5074.0,06,073,014803,06073014803
6405.0,06,073,015701,06073015701
3491.0,06,073,016617,06073016617
3100.0,06,073,016810,06073016810
4826.0,06,073,016811,06073016811
2475.0,06,073,017014,06073017014
6402.0,06,073,017019,06073017019
15878.0,06,073,017032,06073017032
5776.0,06,073,017037,06073017037
4786.0,06,073,017106,06073017106
5515.0,06,073,017601,06073017601
3250.0,06,073,000100,06073000100
3446.0,06,073,000600,06073000600
3510.0,06,073,012003,06073012003
6351.0,06,073,013203,06073013203
3938.0,06,073,013204,06073013204
5453.0,06,073,013301,06073013301
5199.0,06,073,013303,06073013303
4982.0,06,073,013307,06073013307
4280.0,06,073,013401,06073013401
1482.0,06,073,013415,06073013415
6365.0,06,073,013503,06073013503
4392.0,06,073,013506,06073013506
5811.0,06,073,013702,06073013702
7717.0,06,073,005400,06073005400
4672.0,06,073,014002,06073014002
3502.0,06,073,014101,06073014101
4210.0,06,073,014804,06073014804
1612.0,06,073,005700,06073005700
3541.0,06,073,005800,06073005800
2861.0,06,073,006801,06073006801
9606.0,06,073,018611,06073018611
2874.0,06,073,019203,06073019203
3749.0,06,073,019501,06073019501
4433.0,06,073,019804,06073019804
4043.0,06,073,019805,06073019805
2615.0,06,037,123205,06037123205
5018.0,06,037,238310,06037238310
3697.0,06,037,240010,06037240010
6325.0,06,037,240600,06037240600
6367.0,06,037,240700,06037240700
2778.0,06,037,242100,06037242100
2513.0,06,037,603703,06037603703
6063.0,06,037,620501,06037620501
5030.0,06,037,620601,06037620601
7735.0,06,037,620800,06037620800
4457.0,06,037,621001,06037621001
6601.0,06,037,621201,06037621201
5229.0,06,037,651101,06037651101
5732.0,06,037,670003,06037670003
3812.0,06,037,670201,06037670201
6179.0,06,037,670407,06037670407
5555.0,06,037,670702,06037670702
5198.0,06,037,700600,06037700600
7519.0,06,037,700902,06037700902
4411.0,06,037,701601,06037701601
4031.0,06,037,502500,06037502500
6855.0,06,037,502601,06037502601
4320.0,06,037,502602,06037502602
4370.0,06,037,502902,06037502902
4125.0,06,037,503402,06037503402
4933.0,06,037,503701,06037503701
4721.0,06,037,503802,06037503802
5371.0,06,037,530101,06037530101
7265.0,06,037,577000,06037577000
3669.0,06,037,599000,06037599000
5221.0,06,037,601303,06037601303
5861.0,06,037,602104,06037602104
3129.0,06,037,131200,06037131200
4151.0,06,037,189500,06037189500
7451.0,06,037,650602,06037650602
6776.0,06,037,650902,06037650902
5270.0,06,037,131600,06037131600
5048.0,06,037,132700,06037132700
4058.0,06,037,181300,06037181300
3256.0,06,037,183300,06037183300
2612.0,06,037,183510,06037183510
3974.0,06,085,503312,06085503312
5626.0,06,085,503402,06085503402
6735.0,06,085,503506,06085503506
3658.0,06,071,004503,06071004503
5934.0,06,071,003900,06071003900
6825.0,06,071,005600,06071005600
10445.0,06,071,008401,06071008401
7344.0,06,071,008703,06071008703
7324.0,06,071,007403,06071007403
8032.0,06,071,006500,06071006500
3972.0,06,071,007106,06071007106
6076.0,06,071,007200,06071007200
7497.0,06,071,007601,06071007601
5416.0,06,071,007800,06071007800
3238.0,06,071,008100,06071008100
5852.0,06,071,008800,06071008800
5163.0,06,071,009800,06071009800
3696.0,06,071,010009,06071010009
6869.0,06,071,010010,06071010010
7753.0,06,071,010013,06071010013
7966.0,06,071,010020,06071010020
4897.0,06,055,201200,06055201200
2490.0,06,075,042800,06075042800
3663.0,06,075,023400,06075023400
5487.0,06,075,016500,06075016500
7022.0,06,075,030700,06075030700
9053.0,06,075,035100,06075035100
4863.0,06,075,013000,06075013000
3527.0,06,075,026002,06075026002
5164.0,06,075,026402,06075026402
5663.0,06,075,030301,06075030301
6584.0,06,075,030800,06075030800
3284.0,06,075,025402,06075025402
7597.0,06,075,047901,06075047901
7583.0,06,075,026200,06075026200
4345.0,06,075,021600,06075021600
7314.0,06,075,030900,06075030900
2930.0,06,091,010000,06091010000
4766.0,06,073,003501,06073003501
6616.0,06,073,005200,06073005200
4243.0,06,073,006000,06073006000
2360.0,06,073,005000,06073005000
23.0,06,073,006200,06073006200
4746.0,06,073,007600,06073007600
4091.0,06,073,017047,06073017047
2932.0,06,073,017107,06073017107
7191.0,06,073,018504,06073018504
5061.0,06,073,018509,06073018509
4777.0,06,073,018517,06073018517
4115.0,06,073,018612,06073018612
6931.0,06,073,019301,06073019301
5851.0,06,073,019502,06073019502
7927.0,06,073,020014,06073020014
3817.0,06,073,020107,06073020107
2208.0,06,083,002707,06083002707
3212.0,06,083,000103,06083000103
5168.0,06,083,000600,06083000600
3465.0,06,083,000801,06083000801
5884.0,06,083,001000,06083001000
2624.0,06,083,001500,06083001500
5743.0,06,083,001601,06083001601
7433.0,06,083,001901,06083001901
6495.0,06,083,001903,06083001903
5826.0,06,083,001906,06083001906
2983.0,06,083,002006,06083002006
10134.0,06,083,002007,06083002007
4194.0,06,083,002009,06083002009
4511.0,06,083,002103,06083002103
3606.0,06,083,002209,06083002209
6620.0,06,083,002706,06083002706
5243.0,06,083,002206,06083002206
6452.0,06,083,002303,06083002303
7692.0,06,083,002702,06083002702
4525.0,06,083,002703,06083002703
7445.0,06,083,002802,06083002802
2573.0,06,083,002806,06083002806
3826.0,06,083,002913,06083002913
1100.0,06,083,001800,06083001800
3437.0,06,083,002914,06083002914
5348.0,06,083,000400,06083000400
2968.0,06,083,001203,06083001203
2571.0,06,083,001905,06083001905
3042.0,06,083,002012,06083002012
2305.0,06,083,002708,06083002708
4214.0,06,083,002907,06083002907
5852.0,06,083,002909,06083002909
6894.0,06,083,002008,06083002008
3419.0,06,033,001200,06033001200
5817.0,06,033,001000,06033001000
2827.0,06,043,000200,06043000200
1717.0,06,043,000400,06043000400
3507.0,06,049,000100,06049000100
1520.0,06,049,000200,06049000200
1081.0,06,049,000400,06049000400
2830.0,06,049,000300,06049000300
2836.0,06,115,040901,06115040901
7319.0,06,115,041000,06115041000
4447.0,06,115,041100,06115041100
5462.0,06,115,040600,06115040600
4524.0,06,115,040800,06115040800
4966.0,06,115,040100,06115040100
5137.0,06,115,040400,06115040400
3936.0,06,115,040500,06115040500
1630.0,06,115,040902,06115040902
7954.0,06,115,040200,06115040200
13227.0,06,115,040700,06115040700
6094.0,06,013,338302,06013338302
5598.0,06,013,349000,06013349000
3170.0,06,013,357000,06013357000
4340.0,06,013,307101,06013307101
4305.0,06,013,307202,06013307202
4238.0,06,013,307204,06013307204
2061.0,06,013,317000,06013317000
6483.0,06,013,321101,06013321101
6938.0,06,013,321102,06013321102
4616.0,06,013,321103,06013321103
5633.0,06,055,201700,06055201700
2840.0,06,055,200703,06055200703
6042.0,06,055,200802,06055200802
3491.0,06,055,200201,06055200201
1745.0,06,055,201800,06055201800
2352.0,06,055,200203,06055200203
1260.0,06,055,201900,06055201900
1984.0,06,055,201500,06055201500
5285.0,06,055,202000,06055202000
2982.0,06,055,201300,06055201300
5255.0,06,055,200501,06055200501
1683.0,06,055,200503,06055200503
4386.0,06,053,000103,06053000103
2657.0,06,053,001400,06053001400
5985.0,06,053,001500,06053001500
9262.0,06,053,000102,06053000102
5019.0,06,053,010504,06053010504
6378.0,06,053,010701,06053010701
3348.0,06,053,010702,06053010702
8882.0,06,053,010900,06053010900
5616.0,06,053,011302,06053011302
4589.0,06,053,011400,06053011400
2189.0,06,053,012100,06053012100
2414.0,06,053,012600,06053012600
4075.0,06,053,013200,06053013200
6110.0,06,053,013300,06053013300
7178.0,06,073,018906,06073018906
1752.0,06,073,019002,06073019002
6460.0,06,073,019205,06073019205
7149.0,06,073,020019,06073020019
4685.0,06,047,001503,06047001503
5419.0,06,033,000400,06033000400
4042.0,06,033,000600,06033000600
6475.0,06,033,000900,06033000900
3373.0,06,033,000100,06033000100
7451.0,06,033,001300,06033001300
4242.0,06,033,000300,06033000300
2990.0,06,033,001100,06033001100
7363.0,06,017,030803,06017030803
5476.0,06,017,031200,06017031200
3490.0,06,017,031301,06017031301
2391.0,06,017,031404,06017031404
2693.0,06,017,030502,06017030502
5073.0,06,017,031100,06017031100
4667.0,06,017,030801,06017030801
5438.0,06,017,031406,06017031406
2534.0,06,017,031503,06017031503
7256.0,06,017,030602,06017030602
3337.0,06,017,030603,06017030603
6764.0,06,017,030804,06017030804
3079.0,06,073,010015,06073010015
3578.0,06,073,009604,06073009604
4299.0,06,073,010001,06073010001
5871.0,06,073,010013,06073010013
3461.0,06,073,010111,06073010111
5396.0,06,073,010502,06073010502
3817.0,06,073,011000,06073011000
2775.0,06,073,011300,06073011300
3828.0,06,073,012002,06073012002
3548.0,06,073,012304,06073012304
3154.0,06,073,012900,06073012900
4518.0,06,073,002710,06073002710
4692.0,06,073,003001,06073003001
5177.0,06,073,003004,06073003004
3477.0,06,073,003109,06073003109
4680.0,06,073,003112,06073003112
4462.0,06,073,003213,06073003213
2877.0,06,073,003601,06073003601
4406.0,06,073,003901,06073003901
2570.0,06,073,004501,06073004501
1968.0,06,073,004600,06073004600
1711.0,06,073,004700,06073004700
4444.0,06,073,002602,06073002602
6039.0,06,073,003107,06073003107
3392.0,06,073,003204,06073003204
6701.0,06,073,003208,06073003208
6252.0,06,073,003800,06073003800
4187.0,06,073,004400,06073004400
6186.0,06,073,001200,06073001200
5583.0,06,073,002501,06073002501
6538.0,06,073,002502,06073002502
9674.0,06,073,002904,06073002904
6431.0,06,073,003103,06073003103
5085.0,06,073,003113,06073003113
3380.0,06,073,001400,06073001400
3329.0,06,073,002001,06073002001
5473.0,06,073,002202,06073002202
5212.0,06,073,002402,06073002402
5820.0,06,073,002601,06073002601
5602.0,06,073,002804,06073002804
4278.0,06,073,002905,06073002905
4242.0,06,073,003101,06073003101
6897.0,06,073,003111,06073003111
4055.0,06,073,003902,06073003902
3532.0,06,073,003114,06073003114
4306.0,06,073,003212,06073003212
4847.0,06,073,003303,06073003303
5570.0,06,073,005300,06073005300
9917.0,06,097,151402,06097151402
3158.0,06,097,152100,06097152100
4181.0,06,097,152300,06097152300
9433.0,06,097,152400,06097152400
8190.0,06,097,152600,06097152600
5735.0,06,097,153102,06097153102
4078.0,06,097,153705,06097153705
4638.0,06,097,153706,06097153706
3369.0,06,097,154302,06097154302
4451.0,06,097,153902,06097153902
4403.0,06,097,150303,06097150303
6055.0,06,097,150304,06097150304
4443.0,06,097,150601,06097150601
4742.0,06,097,151203,06097151203
7623.0,06,097,151401,06097151401
5067.0,06,097,150901,06097150901
7352.0,06,097,151201,06097151201
4753.0,06,097,151308,06097151308
5147.0,06,097,151309,06097151309
3775.0,06,097,152502,06097152502
4707.0,06,097,150202,06097150202
5402.0,06,097,150800,06097150800
3351.0,06,097,151503,06097151503
7344.0,06,097,151700,06097151700
5112.0,06,097,151800,06097151800
5644.0,06,097,152702,06097152702
3263.0,06,097,151204,06097151204
6374.0,06,097,153401,06097153401
5436.0,06,097,152903,06097152903
6985.0,06,097,153001,06097153001
8204.0,06,097,153006,06097153006
5116.0,06,001,400700,06001400700
1842.0,06,001,402700,06001402700
1427.0,06,001,402900,06001402900
4617.0,06,001,403400,06001403400
4688.0,06,001,404600,06001404600
4858.0,06,001,406201,06001406201
3510.0,06,001,406800,06001406800
2734.0,06,001,407800,06001407800
2718.0,06,001,408000,06001408000
2537.0,06,001,420500,06001420500
4455.0,06,001,408200,06001408200
3680.0,06,001,409900,06001409900
3300.0,06,001,420200,06001420200
3698.0,06,001,421600,06001421600
4020.0,06,001,421900,06001421900
3347.0,06,001,422200,06001422200
4923.0,06,001,435700,06001435700
6146.0,06,001,436100,06001436100
6261.0,06,001,440200,06001440200
5856.0,06,001,440308,06001440308
5561.0,06,037,276000,06037276000
5488.0,06,037,291210,06037291210
6623.0,06,037,293202,06037293202
5174.0,06,037,576402,06037576402
3989.0,06,037,576700,06037576700
7603.0,06,113,010606,06113010606
6014.0,06,113,010608,06113010608
8220.0,06,113,011205,06113011205
2674.0,06,113,010508,06113010508
4178.0,06,113,010607,06113010607
2617.0,06,113,010704,06113010704
3365.0,06,113,010800,06113010800
7423.0,06,113,011001,06113011001
9110.0,06,113,011300,06113011300
6106.0,06,113,010602,06113010602
5467.0,06,113,010901,06113010901
5883.0,06,113,011500,06113011500
5039.0,06,113,010204,06113010204
3008.0,06,113,011103,06113011103
3341.0,06,113,011101,06113011101
3476.0,06,113,010509,06113010509
5506.0,06,113,011204,06113011204
5279.0,06,113,011102,06113011102
4830.0,06,023,000500,06023000500
6204.0,06,023,001000,06023001000
3347.0,06,023,010300,06023010300
3619.0,06,023,010400,06023010400
1893.0,06,023,010600,06023010600
